source_id,company,symbol,document_type,title,issuer,published_date,period_covered,url,primary_or_secondary,accessed_date,claim_or_metric_supported,notes
EPACKPEB-PXW-01,EPack Prefab Technologies Ltd,EPACKPEB,Market data,EPACKPEB.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/EPACKPEB.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
EPIGRAL-SCR-01,Epigral Ltd,EPIGRAL,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/EPIGRAL/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
EPIGRAL-PXW-01,Epigral Ltd,EPIGRAL,Market data,EPIGRAL.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/EPIGRAL.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
EPL-SCR-01,EPL Ltd,EPL,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/EPL/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
EPL-PXW-01,EPL Ltd,EPL,Market data,EPL.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/EPL.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
ERIS-SCR-01,ERIS Lifesciences Ltd,ERIS,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/ERIS/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
ERIS-PXW-01,ERIS Lifesciences Ltd,ERIS,Market data,ERIS.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/ERIS.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
ESABINDIA-SCR-01,Esab India Ltd,ESABINDIA,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/ESABINDIA/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
ESABINDIA-PXW-01,Esab India Ltd,ESABINDIA,Market data,ESABINDIA.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/ESABINDIA.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
ESCORTS-SCR-01,Escorts Kubota Ltd,ESCORTS,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/ESCORTS/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
ESCORTS-PXW-01,Escorts Kubota Ltd,ESCORTS,Market data,ESCORTS.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/ESCORTS.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
ESSARSHPNG-SCR-01,Essar Shipping Ltd,ESSARSHPNG,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/ESSARSHPNG/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
ESSARSHPNG-PXW-01,Essar Shipping Ltd,ESSARSHPNG,Market data,ESSARSHPNG.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/ESSARSHPNG.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
ETERNAL-SCR-01,Eternal Ltd,ETERNAL,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/ETERNAL/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
ETERNAL-PXW-01,Eternal Ltd,ETERNAL,Market data,ETERNAL.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/ETERNAL.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
ETHOSLTD-SCR-01,Ethos Ltd,ETHOSLTD,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/ETHOSLTD/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
ETHOSLTD-PXW-01,Ethos Ltd,ETHOSLTD,Market data,ETHOSLTD.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/ETHOSLTD.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
EUREKAFORB-SCR-01,Eureka Forbes Ltd,EUREKAFORB,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/EUREKAFORB/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
EUREKAFORB-PXW-01,Eureka Forbes Ltd,EUREKAFORB,Market data,EUREKAFORB.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/EUREKAFORB.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
EUROBOND-SCR-01,Euro Panel Products Ltd,EUROBOND,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/EUROBOND/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
EUROBOND-PXW-01,Euro Panel Products Ltd,EUROBOND,Market data,EUROBOND.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/EUROBOND.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
EUROPRATIK-SCR-01,Euro Pratik Sales Ltd,EUROPRATIK,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/EUROPRATIK/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
EUROPRATIK-PXW-01,Euro Pratik Sales Ltd,EUROPRATIK,Market data,EUROPRATIK.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/EUROPRATIK.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
EVEREADY-SCR-01,Eveready Industries India Ltd,EVEREADY,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/EVEREADY/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
EVEREADY-PXW-01,Eveready Industries India Ltd,EVEREADY,Market data,EVEREADY.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/EVEREADY.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
EXCELSOFT-SCR-01,Excelsoft Technologies Ltd,EXCELSOFT,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/EXCELSOFT/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
EXCELSOFT-PXW-01,Excelsoft Technologies Ltd,EXCELSOFT,Market data,EXCELSOFT.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/EXCELSOFT.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
EXICOM-SCR-01,Exicom Tele-Systems Ltd,EXICOM,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/EXICOM/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
EXICOM-PXW-01,Exicom Tele-Systems Ltd,EXICOM,Market data,EXICOM.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/EXICOM.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
EXIDEIND-SCR-01,Exide Industries Ltd,EXIDEIND,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/EXIDEIND/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
EXIDEIND-PXW-01,Exide Industries Ltd,EXIDEIND,Market data,EXIDEIND.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/EXIDEIND.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
EXPLEOSOL-SCR-01,Expleo Solutions Ltd,EXPLEOSOL,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/EXPLEOSOL/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
EXPLEOSOL-PXW-01,Expleo Solutions Ltd,EXPLEOSOL,Market data,EXPLEOSOL.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/EXPLEOSOL.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
EXXARO-SCR-01,Exxaro Tiles Ltd,EXXARO,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/EXXARO/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
EXXARO-PXW-01,Exxaro Tiles Ltd,EXXARO,Market data,EXXARO.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/EXXARO.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
FABTECH-SCR-01,Fabtech Technologies Ltd,FABTECH,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/FABTECH/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
FABTECH-PXW-01,Fabtech Technologies Ltd,FABTECH,Market data,FABTECH.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/FABTECH.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
FACT-SCR-01,Fertilizers & Chemicals Travancore Ltd,FACT,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/FACT/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
FACT-PXW-01,Fertilizers & Chemicals Travancore Ltd,FACT,Market data,FACT.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/FACT.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
FCL-SCR-01,Fineotex Chemical Ltd,FCL,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/FCL/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
FCL-PXW-01,Fineotex Chemical Ltd,FCL,Market data,FCL.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/FCL.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
FCSSOFT-SCR-01,FCS Software Solutions Ltd,FCSSOFT,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/FCSSOFT/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
FCSSOFT-PXW-01,FCS Software Solutions Ltd,FCSSOFT,Market data,FCSSOFT.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/FCSSOFT.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
FDC-SCR-01,FDC Ltd,FDC,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/FDC/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
FDC-PXW-01,FDC Ltd,FDC,Market data,FDC.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/FDC.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
FEDDERSHOL-SCR-01,Fedders Holding Ltd,FEDDERSHOL,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/FEDDERSHOL/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
FEDDERSHOL-PXW-01,Fedders Holding Ltd,FEDDERSHOL,Market data,FEDDERSHOL.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/FEDDERSHOL.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
FEDERALBNK-SCR-01,Federal Bank Ltd,FEDERALBNK,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/FEDERALBNK/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
